-0.035321213	0.046853274	0.07181557	0.07435159	-0.040156994	-0.04630665	0.023669032	-0.0240039	0.003201702	0.070515804	0.029337814	0.0313881	0.033048857	-0.021704348	0.058229975	0.06369894
-0.023100452	0.0326334	0.082989044	0.07102594	-0.027541729	-0.054516643	-0.0012147011	-0.042081494	0.0027024297	0.007239626	-0.006594681	0.048514485	-0.0128615815	-0.03570373	0.08605892	0.054341637
-0.036749322	0.061298396	0.04448889	0.1142099	0.03782439	-0.09456155	0.041943748	-0.041642424	0.042478696	-0.0088532865	-0.026258785	0.09648835	0.05354551	-0.017938586	0.016676111	0.06147539
-0.10975202	-0.018410396	0.08201523	0.020937046	0.010047512	-0.07438604	-0.008283	-0.07625941	-0.037688226	0.02232448	-0.0052316706	0.10989635	0.01255937	-0.013270274	0.04808232	0.081294075
-0.116919495	0.12186848	0.007395785	0.011233293	-0.041568354	-0.05679862	-0.047102302	-0.066055894	-0.009790857	0.05693542	-0.015861426	0.03045442	0.052841946	-0.03435281	0.0388805	-0.07253268
-0.09525414	0.0044381456	0.073488005	0.07861892	0.009733982	-0.032180734	-0.027304558	-0.039899785	0.065216176	0.018974682	0.009445102	0.04887363	-0.023468394	-0.085119985	0.030944752	0.03608649
0.02899022	0.066548675	0.02610152	0.043398876	0.025548635	-0.15791309	0.021437421	-0.04121638	0.12570474	0.065767914	-0.04365092	0.023087548	0.029368773	-0.03988899	0.067801185	0.057398845
-0.027189407	0.042206503	0.062028456	0.0019446657	0.007317319	-0.05652816	0.040887672	-0.014457744	-0.013857771	0.027768819	-0.0069212792	0.08590072	-0.0014817627	-0.09657742	-0.0082070585	0.058822554
-0.02885466	0.016299358	0.092371635	0.08393605	0.023965502	-0.07859377	3.8230533e-05	-0.01636109	-0.036390554	0.027111057	0.037875507	0.03828253	0.051346898	-0.023660973	0.13627471	0.011081433
0.0078031914	0.084092595	0.06831539	0.008352683	0.028527675	-0.0073755933	0.026394805	-0.051587176	0.029412309	-0.02033074	0.0093421005	0.123178	-0.0042195437	0.023802927	0.07782926	0.022509398
-0.0372627	0.097491406	0.022586083	0.06593632	-0.04415741	0.025467142	0.027159594	-0.021073509	0.025379155	-0.011541144	0.01090984	0.10282486	0.0030131398	0.005949717	0.072515994	-0.018103251
-0.026888585	0.046918616	0.05471502	0.058409624	-0.01395379	-0.10801485	0.028038042	-0.021479249	0.019288495	0.092145294	-0.058317073	0.04111675	0.011646246	0.0015856606	0.113120325	0.019555766
